date,competition,season,home_team,away_team,home_goals,away_goals,neutral_site,home_odds,draw_odds,away_odds,home_xg,away_xg,result,actual_outcome_id,source_file
2026-03-15,Premier League 2025-26,2025-26,Man United,Aston Villa,3,1,False,1.71,4.02,4.38,,,H,0,2526_E0.csv
2026-03-15,Premier League 2025-26,2025-26,Nott'm Forest,Fulham,0,0,False,2.19,3.4,3.24,,,D,1,2526_E0.csv
2026-03-15,Serie A 2025-26,2025-26,Como,Roma,2,1,False,2.08,3.29,3.51,,,H,0,2526_I1.csv
2026-03-15,Serie A 2025-26,2025-26,Lazio,Milan,1,0,False,3.98,3.32,1.93,,,H,0,2526_I1.csv
2026-03-15,Serie A 2025-26,2025-26,Pisa,Cagliari,3,1,False,2.49,2.96,3.04,,,H,0,2526_I1.csv
2026-03-15,Serie A 2025-26,2025-26,Sassuolo,Bologna,0,1,False,2.47,3.23,2.84,,,A,2,2526_I1.csv
2026-03-15,Serie A 2025-26,2025-26,Verona,Genoa,0,2,False,3.14,3.06,2.37,,,A,2,2526_I1.csv
2026-03-16,La Liga 2025-26,2025-26,Vallecano,Levante,1,1,False,1.67,3.74,4.92,,,D,1,2526_SP1.csv
2026-03-16,Premier League 2025-26,2025-26,Brentford,Wolves,2,2,False,1.54,4.15,5.68,,,D,1,2526_E0.csv
2026-03-16,Serie A 2025-26,2025-26,Cremonese,Fiorentina,1,4,False,3.78,3.52,1.92,,,A,2,2526_I1.csv
2026-03-20,Bundesliga 2025-26,2025-26,RB Leipzig,Hoffenheim,5,0,False,1.9,4.09,3.4,,,H,0,2526_D1.csv
2026-03-20,La Liga 2025-26,2025-26,Villarreal,Sociedad,3,1,False,1.93,3.62,3.72,,,H,0,2526_SP1.csv
2026-03-20,Ligue 1 2025-26,2025-26,Lens,Angers,5,1,False,1.22,6.29,12.02,,,H,0,2526_F1.csv
2026-03-20,Premier League 2025-26,2025-26,Bournemouth,Man United,2,2,False,3.22,3.76,2.07,,,D,1,2526_E0.csv
2026-03-20,Serie A 2025-26,2025-26,Cagliari,Napoli,0,1,False,5.23,3.37,1.73,,,A,2,2526_I1.csv
2026-03-20,Serie A 2025-26,2025-26,Genoa,Udinese,0,2,False,2.14,3.1,3.65,,,A,2,2526_I1.csv
2026-03-21,Bundesliga 2025-26,2025-26,Bayern Munich,Union Berlin,4,0,False,1.16,7.61,13.38,,,H,0,2526_D1.csv
2026-03-21,Bundesliga 2025-26,2025-26,Dortmund,Hamburg,3,2,False,1.38,4.88,6.96,,,H,0,2526_D1.csv
2026-03-21,Bundesliga 2025-26,2025-26,FC Koln,M'gladbach,3,3,False,2.25,3.44,2.99,,,D,1,2526_D1.csv
2026-03-21,Bundesliga 2025-26,2025-26,Heidenheim,Leverkusen,3,3,False,5.1,4.32,1.56,,,D,1,2526_D1.csv
2026-03-21,Bundesliga 2025-26,2025-26,Wolfsburg,Werder Bremen,0,1,False,2.32,3.56,2.77,,,A,2,2526_D1.csv
2026-03-21,La Liga 2025-26,2025-26,Elche,Mallorca,2,1,False,2.1,3.3,3.49,,,H,0,2526_SP1.csv
2026-03-21,La Liga 2025-26,2025-26,Espanol,Getafe,1,2,False,2.4,2.92,3.28,,,A,2,2526_SP1.csv
2026-03-21,La Liga 2025-26,2025-26,Levante,Oviedo,4,2,False,2.18,3.28,3.33,,,H,0,2526_SP1.csv
2026-03-21,La Liga 2025-26,2025-26,Osasuna,Girona,1,0,False,2.17,3.35,3.29,,,H,0,2526_SP1.csv
2026-03-21,La Liga 2025-26,2025-26,Sevilla,Valencia,0,2,False,2.24,3.13,3.34,,,A,2,2526_SP1.csv
2026-03-21,Ligue 1 2025-26,2025-26,Auxerre,Brest,3,0,False,2.3,3.18,3.13,,,H,0,2526_F1.csv
2026-03-21,Ligue 1 2025-26,2025-26,Nice,Paris SG,0,4,False,7.55,5.37,1.33,,,A,2,2526_F1.csv
2026-03-21,Ligue 1 2025-26,2025-26,Toulouse,Lorient,1,0,False,1.95,3.15,4.16,,,H,0,2526_F1.csv
2026-03-21,Premier League 2025-26,2025-26,Brighton,Liverpool,2,1,False,3.02,3.55,2.22,,,H,0,2526_E0.csv
2026-03-21,Premier League 2025-26,2025-26,Everton,Chelsea,3,0,False,3.38,3.5,2.08,,,H,0,2526_E0.csv
2026-03-21,Premier League 2025-26,2025-26,Fulham,Burnley,3,1,False,1.53,4.09,6.22,,,H,0,2526_E0.csv
2026-03-21,Premier League 2025-26,2025-26,Leeds,Brentford,0,0,False,2.46,3.42,2.77,,,D,1,2526_E0.csv
2026-03-21,Serie A 2025-26,2025-26,Juventus,Sassuolo,1,1,False,1.31,5.19,9.25,,,D,1,2526_I1.csv
2026-03-21,Serie A 2025-26,2025-26,Milan,Torino,3,2,False,1.36,4.71,8.23,,,H,0,2526_I1.csv
2026-03-21,Serie A 2025-26,2025-26,Parma,Cremonese,0,2,False,2.06,3.11,3.88,,,A,2,2526_I1.csv
2026-03-22,Bundesliga 2025-26,2025-26,Augsburg,Stuttgart,2,5,False,3.36,3.75,1.97,,,A,2,2526_D1.csv
2026-03-22,Bundesliga 2025-26,2025-26,Mainz,Ein Frankfurt,2,1,False,2.08,3.58,3.19,,,H,0,2526_D1.csv
2026-03-22,Bundesliga 2025-26,2025-26,St Pauli,Freiburg,1,2,False,2.66,3.05,2.7,,,A,2,2526_D1.csv
2026-03-22,La Liga 2025-26,2025-26,Ath Bilbao,Betis,2,1,False,2.18,3.39,3.17,,,H,0,2526_SP1.csv
2026-03-22,La Liga 2025-26,2025-26,Barcelona,Vallecano,1,0,False,1.22,6.54,9.96,,,H,0,2526_SP1.csv
2026-03-22,La Liga 2025-26,2025-26,Celta,Alaves,3,4,False,1.81,3.33,4.64,,,A,2,2526_SP1.csv
2026-03-22,La Liga 2025-26,2025-26,Real Madrid,Ath Madrid,3,2,False,1.91,3.78,3.54,,,H,0,2526_SP1.csv
2026-03-22,Ligue 1 2025-26,2025-26,Lyon,Monaco,1,2,False,2.7,3.49,2.42,,,A,2,2526_F1.csv
2026-03-22,Ligue 1 2025-26,2025-26,Marseille,Lille,1,2,False,1.91,3.64,3.69,,,A,2,2526_F1.csv
2026-03-22,Ligue 1 2025-26,2025-26,Nantes,Strasbourg,2,3,False,3.48,3.51,2.01,,,A,2,2526_F1.csv
2026-03-22,Ligue 1 2025-26,2025-26,Paris FC,Le Havre,3,2,False,1.99,3.19,3.94,,,H,0,2526_F1.csv
2026-03-22,Ligue 1 2025-26,2025-26,Rennes,Metz,0,0,False,1.34,5.05,8.03,,,D,1,2526_F1.csv
2026-03-22,Premier League 2025-26,2025-26,Aston Villa,West Ham,2,0,False,1.95,3.56,3.7,,,H,0,2526_E0.csv
2026-03-22,Premier League 2025-26,2025-26,Newcastle,Sunderland,1,2,False,1.65,3.89,5.04,,,A,2,2526_E0.csv
2026-03-22,Premier League 2025-26,2025-26,Tottenham,Nott'm Forest,0,3,False,2.24,3.39,3.11,,,A,2,2526_E0.csv
2026-03-22,Serie A 2025-26,2025-26,Atalanta,Verona,1,0,False,1.37,4.56,8.19,,,H,0,2526_I1.csv
2026-03-22,Serie A 2025-26,2025-26,Bologna,Lazio,0,2,False,2.3,3.04,3.28,,,A,2,2526_I1.csv
2026-03-22,Serie A 2025-26,2025-26,Como,Pisa,5,0,False,1.24,5.63,11.81,,,H,0,2526_I1.csv
2026-03-22,Serie A 2025-26,2025-26,Fiorentina,Inter,1,1,False,5.03,4.03,1.61,,,D,1,2526_I1.csv
2026-03-22,Serie A 2025-26,2025-26,Roma,Lecce,1,0,False,1.47,3.96,7.33,,,H,0,2526_I1.csv
2026-04-01,La Liga 2025-26,2025-26,Alaves,Oviedo,1,1,False,1.84,3.08,5.02,,,D,1,2526_SP1.csv
2026-04-01,La Liga 2025-26,2025-26,Mallorca,Girona,1,2,False,2.24,3.12,3.34,,,A,2,2526_SP1.csv
2026-04-01,La Liga 2025-26,2025-26,Real Madrid,Betis,5,1,False,1.46,4.67,5.99,,,H,0,2526_SP1.csv
2026-04-01,La Liga 2025-26,2025-26,Sevilla,Levante,0,3,False,1.77,3.6,4.48,,,A,2,2526_SP1.csv
2026-04-01,La Liga 2025-26,2025-26,Sociedad,Ath Madrid,1,1,False,3.82,3.51,1.92,,,D,1,2526_SP1.csv
2026-04-01,Ligue 1 2025-26,2025-26,Brest,Auxerre,2,0,False,1.91,3.36,4.04,,,H,0,2526_F1.csv
2026-04-01,Ligue 1 2025-26,2025-26,Le Havre,Angers,2,1,False,2.05,3.25,3.66,,,H,0,2526_F1.csv
2026-04-01,Ligue 1 2025-26,2025-26,Lorient,Metz,1,1,False,1.77,3.64,4.37,,,D,1,2526_F1.csv
2026-04-01,Ligue 1 2025-26,2025-26,Marseille,Nantes,0,2,False,1.22,6.36,11.34,,,A,2,2526_F1.csv
2026-04-01,Ligue 1 2025-26,2025-26,Paris SG,Paris FC,2,1,False,1.17,7.2,14.25,,,H,0,2526_F1.csv
2026-04-01,Premier League 2025-26,2025-26,Everton,Brentford,2,4,False,2.36,3.19,3.1,,,A,2,2526_E0.csv
2026-04-01,Premier League 2025-26,2025-26,Fulham,Liverpool,2,2,False,3.74,3.68,1.92,,,D,1,2526_E0.csv
2026-04-01,Premier League 2025-26,2025-26,Leeds,Man United,1,1,False,2.68,3.44,2.56,,,D,1,2526_E0.csv
2026-04-01,Premier League 2025-26,2025-26,Man City,Chelsea,1,1,False,1.63,4.39,4.66,,,D,1,2526_E0.csv
2026-04-01,Premier League 2025-26,2025-26,Newcastle,Crystal Palace,2,0,False,1.67,3.92,4.89,,,H,0,2526_E0.csv
2026-04-01,Premier League 2025-26,2025-26,Tottenham,Sunderland,1,1,False,1.8,3.65,4.37,,,D,1,2526_E0.csv
2026-04-01,Serie A 2025-26,2025-26,Fiorentina,Cremonese,1,0,False,1.75,3.55,4.65,,,H,0,2526_I1.csv
2026-04-01,Serie A 2025-26,2025-26,Inter,Bologna,3,1,False,1.38,4.75,7.63,,,H,0,2526_I1.csv
2026-04-01,Serie A 2025-26,2025-26,Lazio,Napoli,0,2,False,3.34,3.01,2.31,,,A,2,2526_I1.csv
2026-04-01,Serie A 2025-26,2025-26,Verona,Torino,0,3,False,2.6,3.0,2.86,,,A,2,2526_I1.csv
2026-04-03,Bundesliga 2025-26,2025-26,Hamburg,Leverkusen,0,1,False,3.35,3.57,2.03,,,A,2,2526_D1.csv
2026-04-03,La Liga 2025-26,2025-26,Vallecano,Oviedo,3,0,False,1.68,3.63,5.22,,,H,0,2526_SP1.csv
2026-04-03,Premier League 2025-26,2025-26,Aston Villa,Chelsea,1,4,False,2.67,3.57,2.46,,,A,2,2526_E0.csv
2026-04-03,Premier League 2025-26,2025-26,Brighton,Arsenal,0,1,False,5.03,3.92,1.64,,,A,2,2526_E0.csv
2026-04-03,Premier League 2025-26,2025-26,Fulham,West Ham,0,1,False,2.03,3.56,3.52,,,A,2,2526_E0.csv
2026-04-03,Premier League 2025-26,2025-26,Man City,Nott'm Forest,2,2,False,1.37,4.95,7.65,,,D,1,2526_E0.csv
2026-04-03,Premier League 2025-26,2025-26,Newcastle,Man United,2,1,False,2.56,3.66,2.53,,,H,0,2526_E0.csv
2026-04-04,Bundesliga 2025-26,2025-26,Freiburg,Bayern Munich,2,3,False,6.66,5.26,1.37,,,A,2,2526_D1.csv
2026-04-04,Bundesliga 2025-26,2025-26,Hamburg,Augsburg,1,1,False,2.22,3.41,3.07,,,D,1,2526_D1.csv
2026-04-04,Bundesliga 2025-26,2025-26,Hoffenheim,Mainz,1,2,False,1.67,4.05,4.41,,,A,2,2526_D1.csv
2026-04-04,Bundesliga 2025-26,2025-26,Leverkusen,Wolfsburg,6,3,False,1.39,4.93,6.73,,,H,0,2526_D1.csv
2026-04-04,Bundesliga 2025-26,2025-26,M'gladbach,Heidenheim,2,2,False,1.56,4.22,5.2,,,D,1,2526_D1.csv
2026-04-04,Bundesliga 2025-26,2025-26,Stuttgart,Dortmund,0,2,False,2.28,3.86,2.68,,,A,2,2526_D1.csv
2026-04-04,Bundesliga 2025-26,2025-26,Werder Bremen,RB Leipzig,1,2,False,3.42,3.85,1.93,,,A,2,2526_D1.csv
2026-04-04,La Liga 2025-26,2025-26,Ath Madrid,Barcelona,1,2,False,3.0,3.77,2.15,,,A,2,2526_SP1.csv
2026-04-04,La Liga 2025-26,2025-26,Betis,Espanol,0,0,False,1.71,3.88,4.59,,,D,1,2526_SP1.csv
2026-04-04,La Liga 2025-26,2025-26,Mallorca,Real Madrid,2,1,False,5.51,4.22,1.55,,,H,0,2526_SP1.csv
2026-04-04,La Liga 2025-26,2025-26,Sociedad,Levante,2,0,False,1.57,4.18,5.42,,,H,0,2526_SP1.csv
2026-04-04,Ligue 1 2025-26,2025-26,Brest,Rennes,3,4,False,3.07,3.42,2.21,,,A,2,2526_F1.csv
2026-04-04,Ligue 1 2025-26,2025-26,Lille,Lens,3,0,False,2.58,3.32,2.63,,,H,0,2526_F1.csv
2026-04-04,Ligue 1 2025-26,2025-26,Strasbourg,Nice,3,1,False,1.81,3.67,4.1,,,H,0,2526_F1.csv
2026-04-04,Serie A 2025-26,2025-26,Lazio,Parma,1,1,False,1.77,3.4,4.91,,,D,1,2526_I1.csv
2026-04-04,Serie A 2025-26,2025-26,Sassuolo,Cagliari,2,1,False,1.97,3.12,4.24,,,H,0,2526_I1.csv
2026-04-04,Serie A 2025-26,2025-26,Verona,Fiorentina,0,1,False,4.13,3.4,1.89,,,A,2,2526_I1.csv
2026-04-05,La Liga 2025-26,2025-26,Sevilla,Sociedad,1,0,False,2.34,3.35,2.87,,,H,0,2526_SP1.csv
2026-04-05,Premier League 2025-26,2025-26,Chelsea,Nott'm Forest,1,3,False,1.68,3.93,4.65,,,A,2,2526_E0.csv
2026-04-05,Premier League 2025-26,2025-26,Everton,Man City,3,3,False,6.38,4.63,1.44,,,D,1,2526_E0.csv
2026-04-05,Serie A 2025-26,2025-26,Cremonese,Lazio,1,2,False,2.88,3.21,2.42,,,A,2,2526_I1.csv
2026-04-05,Serie A 2025-26,2025-26,Roma,Fiorentina,4,0,False,1.61,3.94,5.08,,,H,0,2526_I1.csv
2026-04-13,La Liga 2025-26,2025-26,Levante,Getafe,1,0,False,2.69,2.95,2.78,,,H,0,2526_SP1.csv
2026-04-13,Premier League 2025-26,2025-26,Man United,Leeds,1,2,False,1.59,4.07,5.3,,,A,2,2526_E0.csv
2026-04-13,Serie A 2025-26,2025-26,Fiorentina,Lazio,1,0,False,2.28,3.05,3.31,,,H,0,2526_I1.csv
2026-04-17,Bundesliga 2025-26,2025-26,St Pauli,FC Koln,1,1,False,2.82,3.24,2.49,,,D,1,2526_D1.csv
2026-04-17,Ligue 1 2025-26,2025-26,Lens,Toulouse,3,2,False,1.48,4.4,6.18,,,H,0,2526_F1.csv
2026-04-17,Serie A 2025-26,2025-26,Inter,Cagliari,3,0,False,1.23,6.04,11.88,,,H,0,2526_I1.csv
2026-04-17,Serie A 2025-26,2025-26,Sassuolo,Como,2,1,False,5.7,4.17,1.54,,,H,0,2526_I1.csv
2026-04-18,Bundesliga 2025-26,2025-26,Ein Frankfurt,RB Leipzig,1,3,False,3.28,3.91,1.97,,,A,2,2526_D1.csv
2026-04-18,Bundesliga 2025-26,2025-26,Hoffenheim,Dortmund,2,1,False,2.53,3.8,2.42,,,H,0,2526_D1.csv
2026-04-18,Bundesliga 2025-26,2025-26,Leverkusen,Augsburg,1,2,False,1.4,4.86,6.64,,,A,2,2526_D1.csv
2026-04-18,Bundesliga 2025-26,2025-26,Union Berlin,Wolfsburg,1,2,False,2.14,3.46,3.18,,,A,2,2526_D1.csv
2026-04-18,Bundesliga 2025-26,2025-26,Werder Bremen,Hamburg,3,1,False,1.97,3.55,3.55,,,H,0,2526_D1.csv
2026-04-18,Ligue 1 2025-26,2025-26,Angers,Le Havre,1,1,False,2.78,3.0,2.65,,,D,1,2526_F1.csv
2026-04-18,Ligue 1 2025-26,2025-26,Lille,Nice,0,0,False,1.5,4.15,6.23,,,D,1,2526_F1.csv
2026-04-18,Ligue 1 2025-26,2025-26,Lorient,Marseille,2,0,False,4.26,3.85,1.74,,,H,0,2526_F1.csv
2026-04-18,Premier League 2025-26,2025-26,Brentford,Fulham,0,0,False,2.09,3.63,3.26,,,D,1,2526_E0.csv
2026-04-18,Premier League 2025-26,2025-26,Chelsea,Man United,0,1,False,2.21,3.54,3.07,,,A,2,2526_E0.csv
2026-04-18,Premier League 2025-26,2025-26,Leeds,Wolves,3,0,False,1.6,3.93,5.5,,,H,0,2526_E0.csv
2026-04-18,Premier League 2025-26,2025-26,Newcastle,Bournemouth,1,2,False,1.96,3.81,3.48,,,A,2,2526_E0.csv
2026-04-18,Premier League 2025-26,2025-26,Tottenham,Brighton,2,2,False,2.68,3.65,2.41,,,D,1,2526_E0.csv
2026-04-18,Serie A 2025-26,2025-26,Napoli,Lazio,0,2,False,1.54,3.83,6.58,,,A,2,2526_I1.csv
2026-04-18,Serie A 2025-26,2025-26,Roma,Atalanta,1,1,False,2.4,3.25,2.94,,,D,1,2526_I1.csv
2026-04-18,Serie A 2025-26,2025-26,Udinese,Parma,0,1,False,2.16,2.99,3.77,,,A,2,2526_I1.csv
2026-04-19,Bundesliga 2025-26,2025-26,Bayern Munich,Stuttgart,4,2,False,1.37,5.39,6.44,,,H,0,2526_D1.csv
2026-04-19,Bundesliga 2025-26,2025-26,Freiburg,Heidenheim,2,1,False,1.65,4.05,4.63,,,H,0,2526_D1.csv
2026-04-19,Bundesliga 2025-26,2025-26,M'gladbach,Mainz,1,1,False,2.39,3.4,2.79,,,D,1,2526_D1.csv
2026-04-19,Ligue 1 2025-26,2025-26,Metz,Paris FC,1,3,False,3.35,3.42,2.08,,,A,2,2526_F1.csv
2026-04-19,Ligue 1 2025-26,2025-26,Monaco,Auxerre,2,2,False,1.54,4.18,5.59,,,D,1,2526_F1.csv
2026-04-19,Ligue 1 2025-26,2025-26,Nantes,Brest,1,1,False,2.34,3.23,3.01,,,D,1,2526_F1.csv
2026-04-19,Ligue 1 2025-26,2025-26,Paris SG,Lyon,1,2,False,1.28,5.7,8.85,,,A,2,2526_F1.csv
2026-04-19,Ligue 1 2025-26,2025-26,Strasbourg,Rennes,0,3,False,2.57,3.6,2.49,,,A,2,2526_F1.csv
2026-04-19,Premier League 2025-26,2025-26,Aston Villa,Sunderland,4,3,False,1.65,3.78,5.25,,,H,0,2526_E0.csv
2026-04-19,Premier League 2025-26,2025-26,Everton,Liverpool,1,2,False,3.11,3.36,2.25,,,A,2,2526_E0.csv
2026-04-19,Premier League 2025-26,2025-26,Man City,Arsenal,2,1,False,1.82,3.6,4.25,,,H,0,2526_E0.csv
2026-04-19,Premier League 2025-26,2025-26,Nott'm Forest,Burnley,4,1,False,1.49,4.25,6.32,,,H,0,2526_E0.csv
2026-04-19,Serie A 2025-26,2025-26,Cremonese,Torino,0,0,False,2.86,3.08,2.54,,,D,1,2526_I1.csv
2026-04-19,Serie A 2025-26,2025-26,Juventus,Bologna,2,0,False,1.45,4.38,6.58,,,H,0,2526_I1.csv
2026-04-19,Serie A 2025-26,2025-26,Pisa,Genoa,1,2,False,3.24,3.12,2.29,,,A,2,2526_I1.csv
2026-04-19,Serie A 2025-26,2025-26,Verona,Milan,0,1,False,6.12,3.83,1.56,,,A,2,2526_I1.csv
2026-04-20,Premier League 2025-26,2025-26,Crystal Palace,West Ham,0,0,False,2.31,3.21,3.11,,,D,1,2526_E0.csv
2026-04-20,Serie A 2025-26,2025-26,Lecce,Fiorentina,1,1,False,3.42,3.28,2.13,,,D,1,2526_I1.csv
2026-04-21,La Liga 2025-26,2025-26,Ath Bilbao,Osasuna,1,0,False,1.82,3.47,4.4,,,H,0,2526_SP1.csv
2026-04-21,La Liga 2025-26,2025-26,Girona,Betis,2,3,False,2.39,3.37,2.88,,,A,2,2526_SP1.csv
2026-04-21,La Liga 2025-26,2025-26,Mallorca,Valencia,1,1,False,2.51,3.12,2.88,,,D,1,2526_SP1.csv
2026-04-21,La Liga 2025-26,2025-26,Real Madrid,Alaves,2,1,False,1.23,6.46,11.23,,,H,0,2526_SP1.csv
2026-04-21,Premier League 2025-26,2025-26,Brighton,Chelsea,3,0,False,2.44,3.62,2.66,,,H,0,2526_E0.csv
2026-04-22,La Liga 2025-26,2025-26,Barcelona,Celta,1,0,False,1.23,6.72,10.25,,,H,0,2526_SP1.csv
2026-04-22,La Liga 2025-26,2025-26,Elche,Ath Madrid,3,2,False,2.65,3.61,2.44,,,H,0,2526_SP1.csv
2026-04-22,La Liga 2025-26,2025-26,Sociedad,Getafe,0,1,False,2.22,3.01,3.58,,,A,2,2526_SP1.csv
2026-04-22,Ligue 1 2025-26,2025-26,Paris SG,Nantes,3,0,False,1.17,7.28,12.84,,,H,0,2526_F1.csv
2026-04-22,Premier League 2025-26,2025-26,Bournemouth,Leeds,2,2,False,2.02,3.51,3.57,,,D,1,2526_E0.csv
2026-04-22,Premier League 2025-26,2025-26,Burnley,Man City,0,1,False,16.53,8.3,1.14,,,A,2,2526_E0.csv
2026-04-23,La Liga 2025-26,2025-26,Levante,Sevilla,2,0,False,2.49,3.19,2.81,,,H,0,2526_SP1.csv
2026-04-23,La Liga 2025-26,2025-26,Oviedo,Villarreal,1,1,False,3.66,3.32,2.03,,,D,1,2526_SP1.csv
2026-04-23,La Liga 2025-26,2025-26,Vallecano,Espanol,1,0,False,2.08,3.2,3.65,,,H,0,2526_SP1.csv
2026-04-24,Bundesliga 2025-26,2025-26,RB Leipzig,Union Berlin,3,1,False,1.45,4.75,6.06,,,H,0,2526_D1.csv
2026-04-24,La Liga 2025-26,2025-26,Betis,Real Madrid,1,1,False,3.65,4.03,1.84,,,D,1,2526_SP1.csv
2026-04-24,Ligue 1 2025-26,2025-26,Brest,Lens,3,3,False,5.43,4.2,1.55,,,D,1,2526_F1.csv
2026-04-24,Premier League 2025-26,2025-26,Sunderland,Nott'm Forest,0,5,False,2.67,3.18,2.66,,,A,2,2526_E0.csv
2026-04-24,Serie A 2025-26,2025-26,Napoli,Cremonese,4,0,False,1.32,4.85,9.45,,,H,0,2526_I1.csv
2026-04-25,Bundesliga 2025-26,2025-26,Augsburg,Ein Frankfurt,1,1,False,2.45,3.69,2.53,,,D,1,2526_D1.csv
2026-04-25,Bundesliga 2025-26,2025-26,FC Koln,Leverkusen,1,2,False,3.72,3.9,1.83,,,A,2,2526_D1.csv
2026-04-25,Bundesliga 2025-26,2025-26,Hamburg,Hoffenheim,1,2,False,3.88,3.96,1.77,,,A,2,2526_D1.csv
2026-04-25,Bundesliga 2025-26,2025-26,Heidenheim,St Pauli,2,0,False,2.35,3.32,2.89,,,H,0,2526_D1.csv
2026-04-25,Bundesliga 2025-26,2025-26,Mainz,Bayern Munich,3,4,False,4.33,4.37,1.64,,,A,2,2526_D1.csv
2026-04-25,Bundesliga 2025-26,2025-26,Wolfsburg,M'gladbach,0,0,False,2.2,3.59,2.95,,,D,1,2526_D1.csv
2026-04-25,La Liga 2025-26,2025-26,Alaves,Mallorca,2,1,False,2.13,3.13,3.61,,,H,0,2526_SP1.csv
2026-04-25,La Liga 2025-26,2025-26,Ath Madrid,Ath Bilbao,3,2,False,2.16,3.48,3.15,,,H,0,2526_SP1.csv
2026-04-25,La Liga 2025-26,2025-26,Getafe,Barcelona,0,2,False,5.2,3.93,1.61,,,A,2,2526_SP1.csv
2026-04-25,La Liga 2025-26,2025-26,Valencia,Girona,2,1,False,2.06,3.39,3.49,,,H,0,2526_SP1.csv
2026-04-25,Ligue 1 2025-26,2025-26,Angers,Paris SG,0,3,False,10.7,5.96,1.24,,,A,2,2526_F1.csv
2026-04-25,Ligue 1 2025-26,2025-26,Lyon,Auxerre,3,2,False,1.63,3.83,5.03,,,H,0,2526_F1.csv
2026-04-25,Ligue 1 2025-26,2025-26,Toulouse,Monaco,2,2,False,3.32,3.64,2.01,,,D,1,2526_F1.csv
2026-04-25,Premier League 2025-26,2025-26,Arsenal,Newcastle,1,0,False,1.45,4.66,6.22,,,H,0,2526_E0.csv
2026-04-25,Premier League 2025-26,2025-26,Fulham,Aston Villa,1,0,False,2.67,3.5,2.47,,,H,0,2526_E0.csv
2026-04-25,Premier League 2025-26,2025-26,Liverpool,Crystal Palace,3,1,False,1.44,4.76,6.31,,,H,0,2526_E0.csv
2026-04-25,Premier League 2025-26,2025-26,West Ham,Everton,2,1,False,2.38,3.34,2.9,,,H,0,2526_E0.csv
2026-04-25,Premier League 2025-26,2025-26,Wolves,Tottenham,0,1,False,4.48,3.99,1.7,,,A,2,2526_E0.csv
2026-04-25,Serie A 2025-26,2025-26,Bologna,Roma,0,2,False,2.98,3.21,2.38,,,A,2,2526_I1.csv
2026-04-25,Serie A 2025-26,2025-26,Parma,Pisa,1,0,False,2.05,3.2,3.73,,,H,0,2526_I1.csv
2026-04-25,Serie A 2025-26,2025-26,Verona,Lecce,0,0,False,2.66,2.98,2.8,,,D,1,2526_I1.csv
2026-04-26,Bundesliga 2025-26,2025-26,Dortmund,Freiburg,4,0,False,1.35,4.98,7.51,,,H,0,2526_D1.csv
2026-04-26,Bundesliga 2025-26,2025-26,Stuttgart,Werder Bremen,1,1,False,1.5,4.46,5.46,,,D,1,2526_D1.csv
2026-04-26,La Liga 2025-26,2025-26,Osasuna,Sevilla,2,1,False,2.03,3.35,3.55,,,H,0,2526_SP1.csv
2026-04-26,La Liga 2025-26,2025-26,Oviedo,Elche,1,2,False,2.34,3.29,2.93,,,A,2,2526_SP1.csv
2026-04-26,La Liga 2025-26,2025-26,Vallecano,Sociedad,3,3,False,2.62,3.23,2.63,,,D,1,2526_SP1.csv
2026-04-26,La Liga 2025-26,2025-26,Villarreal,Celta,2,1,False,2.03,3.35,3.57,,,H,0,2526_SP1.csv
2026-04-26,Ligue 1 2025-26,2025-26,Le Havre,Metz,4,4,False,1.62,3.81,5.18,,,D,1,2526_F1.csv
2026-04-26,Ligue 1 2025-26,2025-26,Lorient,Strasbourg,2,3,False,2.09,3.51,3.22,,,A,2,2526_F1.csv
2026-04-26,Ligue 1 2025-26,2025-26,Marseille,Nice,1,1,False,1.45,4.68,5.9,,,D,1,2526_F1.csv
2026-04-26,Ligue 1 2025-26,2025-26,Paris FC,Lille,0,1,False,3.8,3.53,1.89,,,A,2,2526_F1.csv
2026-04-26,Ligue 1 2025-26,2025-26,Rennes,Nantes,2,1,False,1.4,4.62,7.02,,,H,0,2526_F1.csv
2026-04-26,Serie A 2025-26,2025-26,Fiorentina,Sassuolo,0,0,False,1.9,3.34,4.08,,,D,1,2526_I1.csv
2026-04-26,Serie A 2025-26,2025-26,Genoa,Como,0,2,False,4.52,3.63,1.75,,,A,2,2526_I1.csv
2026-04-26,Serie A 2025-26,2025-26,Milan,Juventus,0,0,False,2.93,3.11,2.45,,,D,1,2526_I1.csv
2026-04-26,Serie A 2025-26,2025-26,Torino,Inter,2,2,False,7.17,4.61,1.4,,,D,1,2526_I1.csv
2026-04-27,La Liga 2025-26,2025-26,Espanol,Levante,0,0,False,1.98,3.36,3.72,,,D,1,2526_SP1.csv
2026-04-27,Premier League 2025-26,2025-26,Man United,Brentford,2,1,False,1.84,3.82,3.84,,,H,0,2526_E0.csv
2026-04-27,Serie A 2025-26,2025-26,Cagliari,Atalanta,3,2,False,4.51,3.64,1.74,,,H,0,2526_I1.csv
2026-04-27,Serie A 2025-26,2025-26,Lazio,Udinese,3,3,False,1.97,3.26,3.87,,,D,1,2526_I1.csv
2026-05-03,Premier League 2025-26,2025-26,Tottenham,Crystal Palace,1,3,False,2.34,3.32,2.97,,,A,2,2526_E0.csv
2026-05-04,Bundesliga 2025-26,2025-26,Ein Frankfurt,FC Koln,2,2,False,2.01,3.55,3.4,,,D,1,2526_D1.csv
